user_id,churn,recency_days,frequency,monetary,r_score,f_score,m_score,segment,rfm_score
USR05460,0,4.0,11,14372.08,4,3,3,Loyal,10
USR05461,0,17.0,14,11188.56,4,3,3,Loyal,10
USR05462,0,11.0,15,14143.7,4,3,3,Loyal,10
USR05463,0,33.0,18,24440.73,3,3,3,Loyal,9
USR05464,0,6.0,15,13847.41,4,3,3,Loyal,10
USR05465,0,39.0,13,18644.83,3,3,3,Loyal,9
USR05466,0,35.0,14,10150.19,3,3,3,Loyal,9
USR05467,0,30.0,18,26122.18,4,3,3,Loyal,10
USR05468,0,7.0,20,19078.18,4,4,3,Champion,11
USR05469,0,48.0,12,17461.02,3,3,3,Loyal,9
USR05470,0,9.0,17,17908.99,4,3,3,Loyal,10
USR05471,0,109.0,7,5921.58,2,2,2,At Risk,6
USR05472,0,7.0,20,16500.7,4,4,3,Champion,11
USR05473,0,29.0,18,15564.82,4,3,3,Loyal,10
USR05474,0,39.0,12,10566.84,3,3,3,Loyal,9
USR05475,0,13.0,17,23194.68,4,3,3,Loyal,10
USR05476,0,19.0,15,13650.74,4,3,3,Loyal,10
USR05477,0,12.0,14,14588.0,4,3,3,Loyal,10
USR05478,0,39.0,15,22245.82,3,3,3,Loyal,9
USR05479,0,8.0,15,22150.11,4,3,3,Loyal,10
USR05480,0,11.0,15,21783.63,4,3,3,Loyal,10
USR05481,0,7.0,12,12628.92,4,3,3,Loyal,10
USR05482,0,11.0,10,13598.24,4,3,3,Loyal,10
USR05483,1,42.0,10,6074.46,3,3,2,Promising,8
USR05484,0,16.0,16,22428.42,4,3,3,Loyal,10
USR05485,0,45.0,12,16479.94,3,3,3,Loyal,9
USR05486,0,46.0,17,19024.77,3,3,3,Loyal,9
USR05487,0,14.0,15,14953.17,4,3,3,Loyal,10
USR05488,0,10.0,16,24314.1,4,3,3,Loyal,10
USR05489,0,43.0,14,13114.28,3,3,3,Loyal,9
USR05490,0,31.0,13,19575.42,3,3,3,Loyal,9
USR05491,1,39.0,11,3644.16,3,3,2,Promising,8
USR05492,0,26.0,11,5988.35,4,3,2,Loyal,9
USR05493,0,20.0,13,16468.29,4,3,3,Loyal,10
USR05494,0,15.0,22,17902.55,4,4,3,Champion,11
USR05495,0,40.0,11,9195.64,3,3,2,Promising,8
USR05496,0,24.0,15,17139.79,4,3,3,Loyal,10
USR05497,0,46.0,14,15206.95,3,3,3,Loyal,9
USR05498,0,52.0,12,8186.73,3,3,2,Promising,8
USR05499,0,18.0,21,23230.64,4,4,3,Champion,11
USR05500,0,7.0,14,21681.79,4,3,3,Loyal,10
USR05501,0,18.0,19,24262.03,4,3,3,Loyal,10
USR05502,0,17.0,13,15117.92,4,3,3,Loyal,10
USR05503,0,19.0,19,14933.62,4,3,3,Loyal,10
USR05504,0,95.0,7,7560.95,2,2,2,At Risk,6
USR05505,0,13.0,11,15019.1,4,3,3,Loyal,10
USR05506,1,42.0,12,10806.15,3,3,3,Loyal,9
USR05507,0,39.0,9,17761.28,3,2,3,Promising,8
USR05508,0,6.0,18,17982.5,4,3,3,Loyal,10
USR05509,0,17.0,14,20591.86,4,3,3,Loyal,10
USR05510,0,18.0,17,13680.73,4,3,3,Loyal,10
USR05511,1,59.0,13,12448.95,3,3,3,Loyal,9
USR05512,0,36.0,16,21651.69,3,3,3,Loyal,9
USR05513,0,17.0,14,19147.19,4,3,3,Loyal,10
USR05514,0,26.0,9,8840.64,4,2,2,Promising,8
USR05515,0,25.0,13,12071.77,4,3,3,Loyal,10
USR05516,0,22.0,18,18960.12,4,3,3,Loyal,10
USR05517,0,22.0,11,7251.73,4,3,2,Loyal,9
USR05518,0,9.0,18,23909.75,4,3,3,Loyal,10
USR05519,0,11.0,13,10740.27,4,3,3,Loyal,10
USR05520,0,24.0,11,13635.08,4,3,3,Loyal,10
USR05521,0,26.0,21,28221.18,4,4,3,Champion,11
USR05522,0,30.0,14,17999.99,4,3,3,Loyal,10
USR05523,0,30.0,9,8511.52,4,2,2,Promising,8
USR05524,0,28.0,9,8426.18,4,2,2,Promising,8
USR05525,0,19.0,11,19877.65,4,3,3,Loyal,10
USR05526,0,21.0,9,8957.37,4,2,2,Promising,8
USR05527,0,26.0,10,11518.15,4,3,3,Loyal,10
USR05528,0,16.0,10,10002.21,4,3,3,Loyal,10
USR05529,0,5.0,17,24545.99,4,3,3,Loyal,10
USR05530,0,15.0,13,14150.09,4,3,3,Loyal,10
USR05531,0,19.0,21,25698.66,4,4,3,Champion,11
USR05532,0,73.0,10,24348.85,3,3,3,Loyal,9
USR05533,0,16.0,14,20667.53,4,3,3,Loyal,10
USR05534,0,27.0,13,19367.8,4,3,3,Loyal,10
USR05535,0,52.0,11,11064.78,3,3,3,Loyal,9
USR05536,0,27.0,12,20085.58,4,3,3,Loyal,10
USR05537,0,52.0,15,17308.05,3,3,3,Loyal,9
USR05538,0,57.0,11,9722.98,3,3,2,Promising,8
USR05539,0,50.0,15,14843.54,3,3,3,Loyal,9
USR05540,0,31.0,17,26816.56,3,3,3,Loyal,9
USR05541,0,7.0,7,8240.27,4,2,2,Promising,8
USR05542,0,49.0,13,23735.44,3,3,3,Loyal,9
USR05543,0,13.0,11,8723.93,4,3,2,Loyal,9
USR05544,0,23.0,17,17473.35,4,3,3,Loyal,10
USR05545,0,56.0,13,13604.61,3,3,3,Loyal,9
USR05546,0,35.0,15,14700.51,3,3,3,Loyal,9
USR05547,0,31.0,11,13785.15,3,3,3,Loyal,9
USR05548,0,31.0,14,12066.26,3,3,3,Loyal,9
USR05549,0,23.0,15,18441.9,4,3,3,Loyal,10
USR05550,0,17.0,11,20645.93,4,3,3,Loyal,10
USR05551,1,121.0,7,4928.95,2,2,2,At Risk,6
USR05552,0,27.0,17,16357.18,4,3,3,Loyal,10
USR05553,0,37.0,12,11012.59,3,3,3,Loyal,9
USR05554,0,24.0,13,19533.73,4,3,3,Loyal,10
USR05555,0,25.0,14,11892.44,4,3,3,Loyal,10
USR05556,1,40.0,5,2939.89,3,2,2,Promising,7
USR05557,0,49.0,8,12063.36,3,2,3,Promising,8
USR05558,0,23.0,12,22521.54,4,3,3,Loyal,10
USR05559,0,38.0,12,11033.65,3,3,3,Loyal,9
USR05560,0,28.0,11,10961.9,4,3,3,Loyal,10
USR05561,0,10.0,17,21822.63,4,3,3,Loyal,10
USR05562,0,37.0,15,13485.6,3,3,3,Loyal,9
USR05563,0,27.0,10,12437.55,4,3,3,Loyal,10
USR05564,0,41.0,13,15109.72,3,3,3,Loyal,9
USR05565,0,42.0,18,26832.26,3,3,3,Loyal,9
USR05566,0,20.0,17,18414.24,4,3,3,Loyal,10
USR05567,0,22.0,16,12822.09,4,3,3,Loyal,10
USR05568,0,50.0,17,17471.61,3,3,3,Loyal,9
USR05569,0,12.0,8,8801.65,4,2,2,Promising,8
USR05570,0,26.0,18,24230.07,4,3,3,Loyal,10
USR05571,0,35.0,12,12292.2,3,3,3,Loyal,9
USR05572,0,18.0,16,20758.66,4,3,3,Loyal,10
USR05573,0,25.0,10,12142.76,4,3,3,Loyal,10
USR05574,0,33.0,16,10025.7,3,3,3,Loyal,9
USR05575,0,51.0,12,18672.35,3,3,3,Loyal,9
USR05576,0,16.0,11,9838.39,4,3,2,Loyal,9
USR05577,0,32.0,18,15804.32,3,3,3,Loyal,9
USR05578,0,29.0,7,9950.64,4,2,2,Promising,8
USR05579,0,33.0,12,25262.53,3,3,3,Loyal,9
USR05580,1,60.0,10,2210.71,3,3,2,Promising,8
USR05581,0,21.0,12,6290.93,4,3,2,Loyal,9
USR05582,0,81.0,6,7010.72,3,2,2,Promising,7
USR05583,0,20.0,16,15766.64,4,3,3,Loyal,10
USR05584,0,49.0,13,15039.33,3,3,3,Loyal,9
USR05585,0,22.0,14,13506.25,4,3,3,Loyal,10
USR05586,0,17.0,17,12897.24,4,3,3,Loyal,10
USR05587,1,181.0,3,1354.46,1,2,2,At Risk,5
USR05588,0,21.0,11,10550.85,4,3,3,Loyal,10
USR05589,1,59.0,9,4146.7,3,2,2,Promising,7
USR05590,0,32.0,19,23647.43,3,3,3,Loyal,9
USR05591,0,9.0,14,11929.47,4,3,3,Loyal,10
USR05592,0,13.0,18,35829.55,4,3,3,Loyal,10
USR05593,0,18.0,22,29538.23,4,4,3,Champion,11
USR05594,0,18.0,17,26298.98,4,3,3,Loyal,10
USR05595,1,103.0,6,9301.95,2,2,2,At Risk,6
USR05596,0,35.0,10,14684.77,3,3,3,Loyal,9
USR05597,0,10.0,23,29456.49,4,4,3,Champion,11
USR05598,0,68.0,14,23196.0,3,3,3,Loyal,9
USR05599,0,7.0,12,13176.41,4,3,3,Loyal,10
USR05600,0,10.0,14,14539.71,4,3,3,Loyal,10
USR05601,0,31.0,12,13243.95,3,3,3,Loyal,9
USR05602,0,41.0,10,17655.34,3,3,3,Loyal,9
USR05603,0,52.0,14,15734.57,3,3,3,Loyal,9
USR05604,0,24.0,11,6643.19,4,3,2,Loyal,9
USR05605,0,42.0,11,14262.52,3,3,3,Loyal,9
USR05606,0,10.0,12,14790.54,4,3,3,Loyal,10
USR05607,0,25.0,11,12390.73,4,3,3,Loyal,10
USR05608,0,50.0,12,19410.66,3,3,3,Loyal,9
USR05609,0,31.0,11,15855.84,3,3,3,Loyal,9
USR05610,0,34.0,11,10251.88,3,3,3,Loyal,9
USR05611,0,19.0,16,18684.87,4,3,3,Loyal,10
USR05612,0,29.0,18,20088.19,4,3,3,Loyal,10
USR05613,0,25.0,17,23545.43,4,3,3,Loyal,10
USR05614,0,5.0,16,17177.13,4,3,3,Loyal,10
USR05615,0,7.0,17,27352.43,4,3,3,Loyal,10
USR05616,0,32.0,9,11500.21,3,2,3,Promising,8
USR05617,0,30.0,16,18080.03,4,3,3,Loyal,10
USR05618,0,28.0,15,21334.49,4,3,3,Loyal,10
USR05619,0,10.0,21,27263.91,4,4,3,Champion,11
USR05620,0,13.0,17,22890.36,4,3,3,Loyal,10
USR05621,0,41.0,13,9567.07,3,3,2,Promising,8
USR05622,0,17.0,19,21928.52,4,3,3,Loyal,10
USR05623,0,26.0,17,17357.17,4,3,3,Loyal,10
USR05624,0,22.0,14,15512.86,4,3,3,Loyal,10
USR05625,0,15.0,10,12351.67,4,3,3,Loyal,10
USR05626,0,55.0,12,11691.42,3,3,3,Loyal,9
USR05627,0,6.0,17,20889.18,4,3,3,Loyal,10
USR05628,0,21.0,13,15931.4,4,3,3,Loyal,10
USR05629,0,31.0,15,13869.68,3,3,3,Loyal,9
USR05630,0,19.0,11,11252.29,4,3,3,Loyal,10
USR05631,0,24.0,14,15567.33,4,3,3,Loyal,10
USR05632,0,31.0,17,23252.76,3,3,3,Loyal,9
USR05633,0,43.0,14,19117.91,3,3,3,Loyal,9
USR05634,0,93.0,12,11006.61,2,3,3,Promising,8
USR05635,0,6.0,16,24211.35,4,3,3,Loyal,10
USR05636,0,28.0,10,7471.07,4,3,2,Loyal,9
USR05637,0,11.0,17,11361.55,4,3,3,Loyal,10
USR05638,0,17.0,17,19128.64,4,3,3,Loyal,10
USR05639,0,42.0,17,32241.23,3,3,3,Loyal,9
USR05640,0,26.0,14,29894.61,4,3,3,Loyal,10
USR05641,0,60.0,9,19806.43,3,2,3,Promising,8
USR05642,0,16.0,18,23463.48,4,3,3,Loyal,10
USR05643,0,16.0,16,22761.53,4,3,3,Loyal,10
USR05644,0,28.0,17,29260.47,4,3,3,Loyal,10
USR05645,0,74.0,12,7649.49,3,3,2,Promising,8
USR05646,0,34.0,14,20822.15,3,3,3,Loyal,9
USR05647,0,23.0,14,23177.98,4,3,3,Loyal,10
USR05648,0,42.0,18,20675.57,3,3,3,Loyal,9
USR05649,0,20.0,10,6530.83,4,3,2,Loyal,9
USR05650,0,5.0,19,24749.68,4,3,3,Loyal,10
USR05651,0,28.0,10,14580.7,4,3,3,Loyal,10
USR05652,0,33.0,15,14255.05,3,3,3,Loyal,9
USR05653,1,46.0,7,5329.65,3,2,2,Promising,7
USR05654,0,9.0,19,24535.65,4,3,3,Loyal,10
USR05655,0,24.0,18,20187.13,4,3,3,Loyal,10
USR05656,0,24.0,20,31724.23,4,4,3,Champion,11
USR05657,0,34.0,12,14146.19,3,3,3,Loyal,9
USR05658,0,44.0,9,10290.48,3,2,3,Promising,8
USR05659,0,29.0,9,10714.41,4,2,3,Loyal,9
USR05660,0,38.0,10,16673.78,3,3,3,Loyal,9
USR05661,0,25.0,16,21032.29,4,3,3,Loyal,10
USR05662,1,90.0,12,7443.94,3,3,2,Promising,8
USR05663,0,37.0,12,15016.46,3,3,3,Loyal,9
USR05664,0,47.0,12,12824.32,3,3,3,Loyal,9
USR05665,0,18.0,10,8597.01,4,3,2,Loyal,9
USR05666,0,33.0,14,9009.07,3,3,2,Promising,8
USR05667,0,31.0,21,25425.4,3,4,3,Loyal,10
USR05668,1,142.0,4,1120.29,2,2,2,At Risk,6
USR05669,0,37.0,17,20398.55,3,3,3,Loyal,9
USR05670,0,102.0,3,2116.81,2,2,2,At Risk,6
USR05671,0,23.0,15,9040.56,4,3,2,Loyal,9
USR05672,0,25.0,13,8190.33,4,3,2,Loyal,9
USR05673,0,15.0,15,21295.57,4,3,3,Loyal,10
USR05674,0,31.0,20,27094.75,3,4,3,Loyal,10
USR05675,0,29.0,13,20444.46,4,3,3,Loyal,10
USR05676,1,91.0,11,7272.95,2,3,2,Promising,7
USR05677,0,35.0,15,10414.29,3,3,3,Loyal,9
USR05678,0,20.0,23,25431.74,4,4,3,Champion,11
USR05679,0,33.0,10,15348.44,3,3,3,Loyal,9
USR05680,0,16.0,17,14248.75,4,3,3,Loyal,10
USR05681,0,13.0,16,26518.58,4,3,3,Loyal,10
USR05682,0,18.0,11,11227.22,4,3,3,Loyal,10
USR05683,0,27.0,12,24699.04,4,3,3,Loyal,10
USR05684,0,31.0,10,15712.84,3,3,3,Loyal,9
USR05685,0,7.0,11,11975.63,4,3,3,Loyal,10
USR05686,0,31.0,14,22312.12,3,3,3,Loyal,9
USR05687,0,35.0,18,29693.49,3,3,3,Loyal,9
USR05688,0,41.0,10,18502.48,3,3,3,Loyal,9
USR05689,0,17.0,15,13448.56,4,3,3,Loyal,10
USR05690,0,35.0,14,14420.74,3,3,3,Loyal,9
USR05691,0,26.0,15,21835.35,4,3,3,Loyal,10
USR05692,0,8.0,16,17174.78,4,3,3,Loyal,10
USR05693,0,61.0,11,17932.52,3,3,3,Loyal,9
USR05694,0,9.0,18,28344.49,4,3,3,Loyal,10
USR05695,0,9.0,9,10314.72,4,2,3,Loyal,9
USR05696,0,12.0,11,11903.18,4,3,3,Loyal,10
USR05697,0,32.0,14,9705.23,3,3,2,Promising,8
USR05698,0,20.0,14,17143.97,4,3,3,Loyal,10
USR05699,0,13.0,12,11325.71,4,3,3,Loyal,10
USR05700,0,16.0,17,15869.02,4,3,3,Loyal,10
USR05701,0,48.0,17,18056.69,3,3,3,Loyal,9
USR05702,0,44.0,8,16269.55,3,2,3,Promising,8
USR05703,0,21.0,9,8254.66,4,2,2,Promising,8
USR05704,0,44.0,18,16654.68,3,3,3,Loyal,9
USR05705,0,16.0,9,15925.58,4,2,3,Loyal,9
USR05706,1,27.0,9,7619.44,4,2,2,Promising,8
USR05707,0,19.0,15,24642.01,4,3,3,Loyal,10
USR05708,1,85.0,11,4339.92,3,3,2,Promising,8
USR05709,0,28.0,13,11944.63,4,3,3,Loyal,10
USR05710,0,30.0,15,16690.65,4,3,3,Loyal,10
USR05711,0,28.0,13,12947.71,4,3,3,Loyal,10
USR05712,0,36.0,20,20309.46,3,4,3,Loyal,10
USR05713,1,115.0,11,3891.53,2,3,2,Promising,7
USR05714,0,16.0,24,24066.51,4,4,3,Champion,11
USR05715,0,17.0,12,15745.39,4,3,3,Loyal,10
USR05716,1,124.0,10,6837.86,2,3,2,Promising,7
USR05717,0,53.0,12,20264.74,3,3,3,Loyal,9
USR05718,0,8.0,12,13442.36,4,3,3,Loyal,10
USR05719,0,25.0,13,14327.18,4,3,3,Loyal,10
USR05720,0,6.0,17,20197.83,4,3,3,Loyal,10
USR05721,0,13.0,13,9379.86,4,3,2,Loyal,9
USR05722,0,34.0,16,26286.49,3,3,3,Loyal,9
USR05723,0,17.0,14,23675.63,4,3,3,Loyal,10
USR05724,0,29.0,17,21739.88,4,3,3,Loyal,10
USR05725,0,8.0,9,11571.41,4,2,3,Loyal,9
USR05726,0,4.0,12,11478.2,4,3,3,Loyal,10
USR05727,0,28.0,17,37423.84,4,3,3,Loyal,10
USR05728,0,21.0,14,16928.93,4,3,3,Loyal,10
USR05729,1,30.0,8,5170.08,4,2,2,Promising,8
USR05730,0,28.0,17,18383.93,4,3,3,Loyal,10
USR05731,0,40.0,8,8873.42,3,2,2,Promising,7
USR05732,0,19.0,14,16514.7,4,3,3,Loyal,10
USR05733,0,14.0,22,38592.51,4,4,3,Champion,11
USR05734,0,33.0,14,27278.95,3,3,3,Loyal,9
USR05735,1,37.0,7,3525.62,3,2,2,Promising,7
USR05736,0,12.0,13,20730.36,4,3,3,Loyal,10
USR05737,0,15.0,10,28219.36,4,3,3,Loyal,10
USR05738,0,21.0,9,16780.79,4,2,3,Loyal,9
USR05739,0,6.0,13,13992.87,4,3,3,Loyal,10
USR05740,0,14.0,12,12167.93,4,3,3,Loyal,10
USR05741,0,28.0,9,20429.49,4,2,3,Loyal,9
USR05742,1,100.0,8,6060.55,2,2,2,At Risk,6
USR05743,0,24.0,15,11234.23,4,3,3,Loyal,10
USR05744,0,20.0,14,10058.67,4,3,3,Loyal,10
USR05745,0,27.0,14,12630.78,4,3,3,Loyal,10
USR05746,0,26.0,13,17735.51,4,3,3,Loyal,10
USR05747,0,29.0,17,25875.39,4,3,3,Loyal,10
USR05748,0,13.0,12,12221.46,4,3,3,Loyal,10
USR05749,0,45.0,10,10483.73,3,3,3,Loyal,9
USR05750,0,67.0,18,24530.02,3,3,3,Loyal,9
USR05751,0,17.0,20,29096.13,4,4,3,Champion,11
USR05752,0,15.0,3,4382.05,4,2,2,Promising,8
USR05753,0,45.0,12,14196.89,3,3,3,Loyal,9
USR05754,0,16.0,22,28598.37,4,4,3,Champion,11
USR05755,0,55.0,13,11779.62,3,3,3,Loyal,9
USR05756,0,16.0,22,25506.61,4,4,3,Champion,11
USR05757,1,53.0,6,6887.31,3,2,2,Promising,7
USR05758,0,21.0,10,13072.52,4,3,3,Loyal,10
USR05759,0,44.0,8,7788.92,3,2,2,Promising,7
USR05760,1,69.0,13,5479.51,3,3,2,Promising,8
USR05761,0,52.0,7,2721.5,3,2,2,Promising,7
USR05762,0,25.0,8,18678.23,4,2,3,Loyal,9
USR05763,0,27.0,10,7659.45,4,3,2,Loyal,9
USR05764,0,13.0,16,19389.75,4,3,3,Loyal,10
USR05765,0,16.0,17,15666.76,4,3,3,Loyal,10
USR05766,0,33.0,14,16189.76,3,3,3,Loyal,9
USR05767,0,32.0,17,26798.06,3,3,3,Loyal,9
USR05768,0,16.0,13,16079.9,4,3,3,Loyal,10
USR05769,0,28.0,10,10699.7,4,3,3,Loyal,10
USR05770,0,19.0,17,21728.24,4,3,3,Loyal,10
USR05771,0,16.0,12,18444.51,4,3,3,Loyal,10
USR05772,0,9.0,15,9706.98,4,3,2,Loyal,9
USR05773,0,25.0,14,16107.39,4,3,3,Loyal,10
USR05774,0,7.0,16,11408.37,4,3,3,Loyal,10
USR05775,0,32.0,16,22433.07,3,3,3,Loyal,9
USR05776,0,5.0,17,21553.86,4,3,3,Loyal,10
USR05777,0,51.0,12,19670.94,3,3,3,Loyal,9
USR05778,0,6.0,11,8638.11,4,3,2,Loyal,9
USR05779,0,27.0,9,8942.57,4,2,2,Promising,8
USR05780,0,40.0,15,17966.48,3,3,3,Loyal,9
USR05781,0,31.0,11,12922.65,3,3,3,Loyal,9
USR05782,0,20.0,16,12501.31,4,3,3,Loyal,10
USR05783,0,14.0,16,17302.54,4,3,3,Loyal,10
USR05784,0,43.0,10,10652.7,3,3,3,Loyal,9
USR05785,0,35.0,11,8697.88,3,3,2,Promising,8
USR05786,0,15.0,19,20846.94,4,3,3,Loyal,10
USR05787,0,10.0,13,9511.13,4,3,2,Loyal,9
USR05788,0,44.0,17,22866.42,3,3,3,Loyal,9
USR05789,0,28.0,17,20253.05,4,3,3,Loyal,10
USR05790,0,37.0,11,9385.41,3,3,2,Promising,8
USR05791,0,24.0,10,8156.96,4,3,2,Loyal,9
USR05792,0,37.0,14,12852.18,3,3,3,Loyal,9
USR05793,0,15.0,17,23491.52,4,3,3,Loyal,10
USR05794,0,7.0,16,17832.03,4,3,3,Loyal,10
USR05795,0,18.0,14,19155.45,4,3,3,Loyal,10
USR05796,1,124.0,8,6519.56,2,2,2,At Risk,6
USR05797,0,32.0,19,30781.26,3,3,3,Loyal,9
USR05798,0,17.0,8,7565.2,4,2,2,Promising,8
USR05799,0,22.0,9,13651.53,4,2,3,Loyal,9
USR05800,0,12.0,8,12960.24,4,2,3,Loyal,9
USR05801,0,5.0,15,15601.71,4,3,3,Loyal,10
USR05802,0,36.0,9,6075.67,3,2,2,Promising,7
USR05803,0,8.0,20,24323.81,4,4,3,Champion,11
USR05804,0,23.0,10,6971.92,4,3,2,Loyal,9
USR05805,0,15.0,13,22708.71,4,3,3,Loyal,10
USR05806,0,36.0,16,28442.06,3,3,3,Loyal,9
USR05807,0,20.0,16,9621.79,4,3,2,Loyal,9
USR05808,0,10.0,12,25041.42,4,3,3,Loyal,10
USR05809,1,76.0,5,2934.17,3,2,2,Promising,7
USR05810,0,17.0,17,24468.83,4,3,3,Loyal,10
USR05811,0,11.0,12,15701.29,4,3,3,Loyal,10
USR05812,0,134.0,5,4737.91,2,2,2,At Risk,6
USR05813,1,54.0,8,5084.44,3,2,2,Promising,7
USR05814,0,40.0,21,25712.83,3,4,3,Loyal,10
USR05815,0,24.0,12,10953.8,4,3,3,Loyal,10
USR05816,0,17.0,17,17072.25,4,3,3,Loyal,10
USR05817,0,26.0,14,14313.92,4,3,3,Loyal,10
USR05818,0,32.0,14,17381.0,3,3,3,Loyal,9
USR05819,0,8.0,15,16434.38,4,3,3,Loyal,10
USR05820,0,7.0,13,10116.78,4,3,3,Loyal,10
USR05821,0,29.0,12,14851.91,4,3,3,Loyal,10
USR05822,1,69.0,6,2697.12,3,2,2,Promising,7
USR05823,0,9.0,10,5478.8,4,3,2,Loyal,9
USR05824,0,63.0,11,14815.3,3,3,3,Loyal,9
USR05825,0,12.0,22,22727.3,4,4,3,Champion,11
USR05826,0,18.0,13,22389.9,4,3,3,Loyal,10
USR05827,1,90.0,11,6954.57,3,3,2,Promising,8
USR05828,0,30.0,15,17884.95,4,3,3,Loyal,10
USR05829,0,55.0,7,11019.68,3,2,3,Promising,8
USR05830,0,26.0,17,17765.69,4,3,3,Loyal,10
USR05831,0,21.0,8,13840.79,4,2,3,Loyal,9
USR05832,0,24.0,23,23065.92,4,4,3,Champion,11
USR05833,0,9.0,6,2368.41,4,2,2,Promising,8
USR05834,0,39.0,22,17231.97,3,4,3,Loyal,10
USR05835,0,15.0,22,29479.22,4,4,3,Champion,11
USR05836,0,38.0,17,18941.67,3,3,3,Loyal,9
USR05837,0,16.0,9,13823.75,4,2,3,Loyal,9
USR05838,0,20.0,19,16992.01,4,3,3,Loyal,10
USR05839,0,15.0,17,17665.02,4,3,3,Loyal,10
USR05840,0,23.0,15,10777.43,4,3,3,Loyal,10
USR05841,0,53.0,17,14368.36,3,3,3,Loyal,9
USR05842,0,20.0,16,17905.78,4,3,3,Loyal,10
USR05843,0,30.0,20,26777.53,4,4,3,Champion,11
USR05844,0,35.0,15,16868.85,3,3,3,Loyal,9
USR05845,0,11.0,11,15781.12,4,3,3,Loyal,10
USR05846,0,12.0,9,7935.47,4,2,2,Promising,8
USR05847,0,11.0,14,16707.23,4,3,3,Loyal,10
USR05848,0,18.0,21,26668.56,4,4,3,Champion,11
USR05849,0,15.0,18,17984.08,4,3,3,Loyal,10
USR05850,0,13.0,15,25977.26,4,3,3,Loyal,10
USR05851,0,34.0,12,6854.74,3,3,2,Promising,8
USR05852,0,41.0,6,5941.93,3,2,2,Promising,7
USR05853,0,15.0,14,19382.71,4,3,3,Loyal,10
USR05854,0,4.0,16,16646.62,4,3,3,Loyal,10
USR05855,0,10.0,15,19120.8,4,3,3,Loyal,10
USR05856,0,23.0,16,16884.93,4,3,3,Loyal,10
USR05857,0,33.0,13,14019.29,3,3,3,Loyal,9
USR05858,0,30.0,10,10354.15,4,3,3,Loyal,10
USR05859,0,12.0,20,22351.72,4,4,3,Champion,11
USR05860,1,16.0,12,8209.61,4,3,2,Loyal,9
USR05861,0,15.0,14,16699.19,4,3,3,Loyal,10
USR05862,0,28.0,15,20609.45,4,3,3,Loyal,10
USR05863,0,24.0,12,12251.07,4,3,3,Loyal,10
USR05864,0,46.0,16,23935.44,3,3,3,Loyal,9
USR05865,0,33.0,12,9502.94,3,3,2,Promising,8
USR05866,0,10.0,14,13161.82,4,3,3,Loyal,10
USR05867,1,62.0,4,1137.63,3,2,2,Promising,7
USR05868,0,31.0,15,15172.24,3,3,3,Loyal,9
USR05869,0,25.0,13,20811.84,4,3,3,Loyal,10
USR05870,1,81.0,10,5269.99,3,3,2,Promising,8
USR05871,0,14.0,14,10494.12,4,3,3,Loyal,10
USR05872,0,7.0,19,25761.81,4,3,3,Loyal,10
USR05873,0,39.0,15,14168.87,3,3,3,Loyal,9
USR05874,0,23.0,15,19999.51,4,3,3,Loyal,10
USR05875,0,11.0,12,21610.11,4,3,3,Loyal,10
USR05876,0,13.0,19,20193.05,4,3,3,Loyal,10
USR05877,0,14.0,12,16395.84,4,3,3,Loyal,10
USR05878,0,2.0,17,27682.96,4,3,3,Loyal,10
USR05879,0,28.0,17,10510.28,4,3,3,Loyal,10
USR05880,0,35.0,17,29582.98,3,3,3,Loyal,9
USR05881,0,25.0,13,14483.33,4,3,3,Loyal,10
USR05882,0,24.0,12,14054.1,4,3,3,Loyal,10
USR05883,0,17.0,22,38569.75,4,4,3,Champion,11
USR05884,0,42.0,15,22151.2,3,3,3,Loyal,9
USR05885,0,12.0,22,32838.45,4,4,3,Champion,11
USR05886,0,24.0,12,14479.88,4,3,3,Loyal,10
USR05887,0,21.0,17,21821.24,4,3,3,Loyal,10
USR05888,0,56.0,9,13099.63,3,2,3,Promising,8
USR05889,0,14.0,14,11268.51,4,3,3,Loyal,10
USR05890,1,127.0,5,3538.44,2,2,2,At Risk,6
USR05891,0,27.0,12,10277.6,4,3,3,Loyal,10
USR05892,0,18.0,15,17372.89,4,3,3,Loyal,10
USR05893,0,41.0,12,11991.76,3,3,3,Loyal,9
USR05894,0,68.0,6,4027.57,3,2,2,Promising,7
USR05895,0,21.0,13,17754.84,4,3,3,Loyal,10
USR05896,0,18.0,11,17481.05,4,3,3,Loyal,10
USR05897,0,31.0,9,16653.54,3,2,3,Promising,8
USR05898,0,49.0,9,12498.34,3,2,3,Promising,8
USR05899,0,17.0,13,16380.86,4,3,3,Loyal,10
USR05900,0,4.0,12,15946.04,4,3,3,Loyal,10
USR05901,1,80.0,10,10278.5,3,3,3,Loyal,9
USR05902,0,47.0,9,8369.17,3,2,2,Promising,7
USR05903,0,32.0,12,10182.08,3,3,3,Loyal,9
USR05904,0,16.0,11,11033.3,4,3,3,Loyal,10
USR05905,0,11.0,23,28687.2,4,4,3,Champion,11
USR05906,0,19.0,13,15262.66,4,3,3,Loyal,10
USR05907,0,31.0,18,18303.38,3,3,3,Loyal,9
USR05908,0,18.0,14,13581.03,4,3,3,Loyal,10
USR05909,1,119.0,7,5880.14,2,2,2,At Risk,6
USR05910,0,32.0,11,11437.69,3,3,3,Loyal,9
USR05911,0,26.0,15,19431.35,4,3,3,Loyal,10
USR05912,0,39.0,11,7823.74,3,3,2,Promising,8
